Unnamed: 0.1,Unnamed: 0,all_authors
19515,19515,"[{'name': 'Robert A. Lewis', 'affiliation': ['Harvard University', ""Brigham and Women's Hospital""], 'nobel_prizes': 'NO'}, {'name': 'Jeffrey M. Drazen', 'affiliation': [""Brigham and Women's Hospital"", 'Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Joanne C. Figueiredo', 'affiliation': [""Brigham and Women's Hospital"", 'Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': [""Brigham and Women's Hospital"", 'Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'K. Frank Austen', 'affiliation': ['Harvard University', ""Brigham and Women's Hospital""], 'nobel_prizes': 'NO'}]"
19516,19516,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Suetying Chow', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Robert A. Scherrer', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19517,19517,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Hisashi Yamamoto', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19518,19518,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Joel I. Shulman', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19519,19519,"[{'name': 'E. J. COREY', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'I. Székely', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Christopher S. Shiner', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19520,19520,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Hideo Kigoshi', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19521,19521,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Mark C. Noe', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Angel Guzmán-Pérez', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19522,19522,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Manfred Jautelat', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19523,19523,"[{'name': 'E. J. Corey', 'affiliation': ['Grand Valley State University'], 'nobel_prizes': 'NO'}, {'name': 'Gary H. Posner', 'affiliation': ['Grand Valley State University'], 'nobel_prizes': 'NO'}, {'name': 'Richard F. Atkinson', 'affiliation': ['Grand Valley State University'], 'nobel_prizes': 'NO'}, {'name': 'Astrid K. Wingard', 'affiliation': ['Grand Valley State University'], 'nobel_prizes': 'NO'}, {'name': 'Daniel J. Halloran', 'affiliation': ['Grand Valley State University'], 'nobel_prizes': 'NO'}, {'name': 'Donna M. Radzik', 'affiliation': ['Grand Valley State University'], 'nobel_prizes': 'NO'}, {'name': 'John J. Nash', 'affiliation': ['Grand Valley State University'], 'nobel_prizes': 'NO'}]"
19524,19524,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Thomas D. Roper', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Kazuaki Ishihara', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Georgios Sarakinos', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19525,19525,"[{'name': 'E. J. COREY', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Peter T. Lansbury', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19526,19526,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Haruki Niwa', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Jochen Knolle', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19527,19527,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Alan K. Long', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Theodora W. Greene', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'John W. Miller', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19528,19528,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University Press'], 'nobel_prizes': 'NO'}, {'name': 'K. C. Nicolaou', 'affiliation': ['Harvard University Press'], 'nobel_prizes': 'NO'}, {'name': 'Masakatsu Shibasaki', 'affiliation': ['Harvard University Press'], 'nobel_prizes': 'NO'}, {'name': 'Yoshimasa Machida', 'affiliation': ['Harvard University Press'], 'nobel_prizes': 'NO'}, {'name': 'Christopher S. Shiner', 'affiliation': ['Harvard University Press'], 'nobel_prizes': 'NO'}]"
19529,19529,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'John O. Link', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19530,19530,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Urs Koelliker', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Jörg Neuffer', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19531,19531,"[{'name': 'Xiaojun Han', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19532,19532,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Po‐wai Yuen', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'F. J. HANNON', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Derk A. Wierda', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19533,19533,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'William L. Jorgensen', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19534,19534,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Greg Schmidt', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19535,19535,"[{'name': 'Georgios Sarakinos', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19536,19536,"[{'name': 'Robert A. Lewis', 'affiliation': [""Brigham and Women's Hospital"", 'Harvard University', 'Harvard University Press'], 'nobel_prizes': 'NO'}, {'name': 'Jean‐Michel Mencia‐Huerta', 'affiliation': ['Harvard University', 'Harvard University Press', ""Brigham and Women's Hospital""], 'nobel_prizes': 'NO'}, {'name': 'Roy J. Soberman', 'affiliation': [""Brigham and Women's Hospital"", 'Harvard University', 'Harvard University Press'], 'nobel_prizes': 'NO'}, {'name': 'Dennis J. Hoover', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Anthony Marfat', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E.J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'K. Frank Austen', 'affiliation': [""Brigham and Women's Hospital"", 'Harvard University', 'Harvard University Press'], 'nobel_prizes': 'NO'}]"
19537,19537,"[{'name': 'Ryan A. Shenvi', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19538,19538,"[{'name': 'R L Hoover', 'affiliation': ['Harvard University', ""Brigham and Women's Hospital"", 'Harvard University Press'], 'nobel_prizes': 'NO'}, {'name': 'M J Karnovsky', 'affiliation': ['Harvard University', ""Brigham and Women's Hospital"", 'Harvard University Press'], 'nobel_prizes': 'NO'}, {'name': 'K. Frank Austen', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'E.J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Robert A. Lewis', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19539,19539,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'George A. Gregoriou', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19540,19540,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Charles L. Cywin', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Mark C. Noe', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19541,19541,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'J. E. MUNROE', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19542,19542,"[{'name': 'Bor‐Cherng Hong', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Seongkon Kim', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Tae‐Seong Kim', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19543,19543,"[{'name': 'Yuan Mi', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Juerg V. Schreiber', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19544,19544,"[{'name': 'Manabu Horikawa', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Jakob Busch‐Petersen', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19545,19545,"[{'name': 'Rong‐Jie Chein', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Ying‐Yeung Yeung', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19546,19546,"[{'name': 'Rekha P. Bansal', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Gary F. Cooper', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19547,19547,"[{'name': 'Р. И. Жданов', 'affiliation': ['Yeditepe University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19548,19548,"[{'name': 'Karavadhi Surendra', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Wen‐Wei Qiu', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19549,19549,"[{'name': 'Thomas G. Gant', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Mark C. Noe', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19550,19550,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Louis S. Hegedus', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'M. F. SEMMELHACK', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19551,19551,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'K. Srinivas Rao', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Arun K. Ghosh', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19552,19552,"[{'name': 'Scott E. Lazerwith', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Ted W. Johnson', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19553,19553,"[{'name': 'E. J. Corey', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Ronald J. McCaully', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'Harbans S. Sachdev', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19554,19554,"[{'name': 'James A. Profitt', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'D. S. WATT', 'affiliation': [], 'nobel_prizes': 'NO'}, {'name': 'E. J. COREY', 'affiliation': [], 'nobel_prizes': 'NO'}]"
19555,19555,"[{'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'Richard T. Peterson', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
19556,19556,"[{'name': 'Leleti Rajender Reddy', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}, {'name': 'E. J. Corey', 'affiliation': ['Harvard University'], 'nobel_prizes': 'NO'}]"
